Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PetID,PhotoAmt,AdoptionSpeed
2,3,266,0,2,1,0,0,2,1,2,1,2,1,1,0,0,478312b59,2.0,2
2,1,266,0,1,3,4,7,2,1,2,2,2,1,1,0,0,9e4e77074,5.0,2
1,132,307,152,2,1,0,0,1,1,1,1,2,1,1,0,0,7f5e7cf4a,3.0,2
2,3,265,0,3,1,6,7,2,2,1,1,1,1,3,0,0,f54941314,3.0,2
1,6,307,0,1,2,0,0,1,2,1,1,2,1,1,0,0,0e0d0a9af,1.0,3
2,36,264,0,1,7,0,0,2,3,2,1,2,1,1,150,0,fc037ca46,2.0,4
2,6,293,0,1,7,0,0,2,1,3,3,3,1,1,0,0,1a0180eb9,0.0,0
2,2,266,0,1,4,7,0,2,1,2,1,2,1,1,0,0,037464956,4.0,1
2,4,266,0,1,4,7,0,1,1,2,2,2,1,1,50,0,238c76ea1,6.0,3
1,2,307,0,2,1,0,0,2,1,2,2,2,1,1,0,0,6cb63297c,6.0,2
1,1,307,0,3,1,7,0,2,1,2,1,2,1,7,0,0,229beedff,2.0,4
1,135,195,0,1,6,7,0,1,1,3,1,3,2,1,0,0,70335663e,0.0,3
2,0,299,266,3,6,7,0,2,1,2,2,2,1,5,0,0,f3207cde7,5.0,3
1,27,307,307,2,2,7,0,2,2,2,2,2,1,1,0,0,b617ce1ce,3.0,3
1,3,307,0,2,2,7,0,2,1,2,1,2,1,1,0,0,4d75e5771,3.0,3
1,3,307,0,2,1,0,0,2,1,2,1,2,1,1,0,0,36b57b1ee,3.0,4
1,12,218,0,2,5,0,0,1,3,1,1,1,1,1,300,0,ef86c51b2,1.0,3
1,12,307,0,2,5,0,0,3,2,1,2,1,1,1,0,0,5b539effd,2.0,4
2,16,247,0,1,2,7,0,2,2,2,1,2,1,2,100,0,d8f35138d,2.0,2
1,6,60,0,2,2,0,0,1,1,1,1,2,1,1,500,0,b3f69b209,1.0,3
1,2,307,0,1,1,3,7,2,1,1,1,2,1,1,0,0,a1fb1b5bb,3.0,3
1,2,307,0,2,2,0,0,2,2,1,1,2,1,2,0,0,90caf70eb,3.0,2
2,2,299,0,3,6,0,0,2,1,2,1,2,1,2,0,0,07417927d,2.0,0
1,24,20,307,2,1,3,7,2,1,3,3,3,2,1,0,0,c219bf074,1.0,1
1,2,307,0,1,1,2,0,2,1,2,2,2,1,1,0,0,5dace0494,5.0,1
1,3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,0,58ef3eec9,1.0,4
2,5,266,0,2,6,0,0,2,1,2,2,2,1,1,0,0,e5d3151bc,5.0,2
2,3,266,0,3,1,5,7,1,1,2,2,2,1,3,0,0,1448e3b1a,3.0,4
1,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,0,919a7dd34,1.0,1
1,5,39,188,1,1,7,0,2,2,1,1,2,1,1,0,0,80034deb8,2.0,3
1,2,307,307,1,2,0,0,2,2,1,1,2,1,1,0,0,6dac8ec35,1.0,3
2,2,265,0,3,2,6,7,2,2,2,1,2,1,3,0,0,fe2d576c2,1.0,1
1,72,103,213,1,2,3,4,2,3,1,1,1,1,1,0,0,69f9ebfbc,5.0,1
1,2,307,0,2,7,0,0,2,1,2,2,2,1,1,20,0,41b98eea2,1.0,2
1,12,307,0,1,2,3,7,3,1,1,1,2,1,1,0,0,91e1bffc5,2.0,4
2,3,266,0,3,5,0,0,1,1,2,2,2,1,3,0,0,8f34b67ca,2.0,4
2,2,266,0,2,3,5,6,1,1,2,1,2,1,1,0,0,c458c51c0,3.0,2
2,2,266,0,1,4,7,0,1,1,2,1,2,1,1,0,0,6268d4d68,5.0,3
2,1,266,0,2,1,6,7,1,1,2,1,2,1,1,0,0,a4ade8bb2,1.0,1
1,1,307,0,1,1,7,0,2,2,3,3,2,1,1,0,0,bb1775dbe,1.0,3
2,6,264,0,2,3,0,0,3,3,1,1,2,1,1,100,0,8b8c686ec,3.0,0
1,2,307,307,2,1,0,0,2,1,3,3,3,1,1,0,0,858854bb5,3.0,4
1,96,307,307,1,1,0,0,2,1,1,1,1,1,1,0,0,cf6995fef,1.0,1
1,36,50,189,1,1,2,0,4,1,1,1,2,1,1,0,0,0d440b00e,2.0,2
1,3,307,0,3,2,7,0,2,1,1,1,2,1,2,0,0,d1878035a,3.0,3
2,3,266,0,1,2,7,0,2,1,2,1,2,1,1,0,0,9676b5e36,1.0,3
1,1,307,0,2,2,5,0,2,2,2,2,2,1,1,0,0,b86b0db65,6.0,2
1,3,307,0,2,2,0,0,2,2,1,1,2,1,1,0,0,7448f3165,8.0,3
2,5,266,0,1,1,0,0,1,2,1,1,2,1,1,0,0,355756bdc,3.0,4
2,2,266,0,2,1,7,0,2,1,2,1,2,1,1,0,0,b8e7085dc,2.0,2
1,2,307,0,1,1,2,5,2,2,2,1,2,1,3,0,0,948f580dd,14.0,2
1,2,307,0,2,5,7,0,1,1,1,1,2,1,1,50,0,05bde54cc,3.0,2
1,12,307,0,1,5,0,0,2,2,3,3,2,1,1,0,1,7e48ad81b,5.0,1
1,3,76,307,1,1,3,7,3,1,2,1,2,1,1,0,0,a79983c71,19.0,2
2,11,299,0,2,3,0,0,2,1,1,1,1,1,1,50,0,62583aec1,3.0,4
2,2,266,264,2,7,0,0,1,1,2,2,2,1,1,0,0,aac1167f3,4.0,2
2,1,285,0,3,1,3,0,1,1,2,2,2,1,2,0,0,7b49d0924,5.0,4
1,1,173,307,2,1,2,7,2,1,2,2,2,1,7,100,0,4a9d058f6,5.0,2
1,3,307,75,2,2,0,0,1,1,1,1,2,1,1,0,0,de41ebc79,3.0,2
2,3,265,0,3,1,6,7,2,2,2,1,2,1,6,0,0,088216e81,4.0,2
2,3,266,0,1,3,5,0,2,1,2,1,2,1,2,0,0,1f4378ff6,3.0,1
2,3,265,0,1,1,7,0,3,2,2,2,2,1,1,0,0,1663d062c,6.0,2
2,12,266,0,2,2,7,0,2,1,1,1,1,1,1,0,0,78a8e1b01,4.0,4
2,5,266,0,2,2,6,7,2,1,3,3,3,1,1,0,0,631fa08ed,5.0,4
1,3,307,0,2,2,0,0,2,1,1,1,2,1,1,50,0,a8e5ae23a,14.0,2
1,2,103,307,1,1,2,0,2,1,3,3,2,1,1,0,0,ada44e887,4.0,3
1,48,20,0,1,1,2,0,1,2,1,1,3,1,1,0,0,8378c8af1,4.0,1
1,1,307,307,3,1,2,0,2,1,2,2,2,1,2,0,0,71e5aca0a,1.0,4
2,3,266,285,3,1,2,7,1,2,2,1,2,1,5,0,0,f57a5c0ea,5.0,1
2,1,266,0,2,1,2,7,1,1,2,2,2,1,3,0,0,ff6118cc2,4.0,1
1,24,141,0,2,1,0,0,3,1,3,1,1,1,1,0,0,a124a31ee,2.0,2
1,3,93,307,1,7,0,0,2,1,2,1,3,1,1,0,0,1e115d8ff,9.0,4
1,2,307,0,1,5,7,0,2,1,2,1,2,1,1,0,0,5f235ec16,1.0,1
1,2,307,0,3,2,5,7,2,1,1,1,2,1,4,35,0,554965e66,6.0,1
1,8,307,0,1,1,7,0,2,2,2,2,2,1,1,0,0,f33f3512e,2.0,3
2,5,299,0,1,3,7,0,2,1,1,1,2,1,1,0,0,43cf0f713,1.0,2
1,6,307,0,2,2,0,0,1,1,1,1,1,1,1,0,0,2b38b60d2,2.0,3
2,39,285,0,2,6,7,0,3,3,3,3,3,1,1,0,0,408d4d8e0,2.0,4
2,12,266,265,3,6,7,0,2,2,1,1,1,1,3,0,0,dd5f7e678,10.0,0
2,4,266,0,2,3,6,7,2,1,2,1,1,1,1,9,1,cc38b3b63,7.0,2
2,1,241,305,2,1,7,0,1,1,1,1,2,1,1,0,0,f4821de20,2.0,3
2,4,265,0,2,7,0,0,2,2,1,1,2,1,1,0,0,dc1d76def,12.0,1
2,1,266,0,3,1,2,6,1,1,2,2,2,1,5,0,0,c66946e39,6.0,2
1,2,109,307,1,2,0,0,2,1,2,1,2,1,1,0,0,fff4a6420,4.0,2
1,7,307,0,1,1,2,0,3,3,1,1,2,1,1,0,0,f5170bc70,2.0,3
2,18,266,0,2,6,7,0,2,1,2,2,2,1,1,0,0,513836f07,2.0,4
2,12,266,0,1,2,0,0,2,1,1,1,1,1,1,350,0,e6dff6d40,3.0,4
1,6,218,195,1,2,5,6,2,2,1,1,1,1,1,0,0,c32eb7405,7.0,3
1,1,307,0,3,2,5,0,2,1,1,1,1,1,2,0,0,ce50f376f,3.0,2
2,2,266,0,2,6,7,0,2,1,1,1,1,1,1,0,0,c44a94d4b,4.0,1
1,15,307,0,1,2,4,0,2,1,3,3,3,1,1,0,0,09e9110e2,4.0,3
2,1,266,0,1,3,6,7,2,1,2,1,2,1,1,0,0,bbfc8a037,14.0,2
1,3,307,103,1,1,2,0,2,1,2,1,2,1,2,0,3,42fc9a244,8.0,2
2,3,266,306,1,1,7,0,2,1,1,1,2,1,2,0,0,310b5199f,2.0,4
2,3,265,0,3,1,6,0,2,2,2,2,2,1,2,0,0,d452218f1,5.0,2
1,3,307,0,1,1,2,0,2,1,3,3,3,1,1,0,0,21ae91701,4.0,4
1,1,307,307,3,2,4,0,3,1,2,2,2,1,3,0,0,fbb3db415,5.0,0
2,13,265,0,1,3,4,7,3,2,2,2,2,1,1,0,0,47fd4a840,3.0,4
1,2,307,0,2,1,4,0,2,2,2,2,2,1,4,0,0,d6e372a1d,1.0,4
1,2,307,0,2,1,2,0,2,1,1,1,2,1,1,0,0,cbdeed3f9,1.0,1
1,2,307,0,2,2,0,0,2,1,2,2,2,1,1,20,0,df8425410,1.0,2
1,2,307,0,2,1,0,0,2,2,2,1,2,1,1,0,0,ec53a8725,3.0,4
2,5,266,0,1,1,7,0,2,1,2,1,2,1,1,0,0,0a14ac037,4.0,2
2,5,266,0,3,1,2,3,2,1,1,1,2,1,3,0,0,9c1cbec2f,5.0,3
1,2,307,307,1,1,2,0,2,2,2,1,2,1,1,0,0,24d3b54ec,2.0,2
2,3,266,0,2,4,7,0,2,1,2,1,2,1,1,0,0,43156136a,3.0,1
2,2,295,0,3,1,7,0,1,1,2,2,2,1,2,0,0,e103f7612,4.0,3
2,2,266,0,1,3,0,0,1,1,2,2,2,1,1,0,0,95e206d02,1.0,4
2,1,266,0,2,1,2,0,2,2,2,1,2,1,1,0,1,8ff0818d5,6.0,3
2,5,285,247,2,1,4,7,2,1,2,2,2,1,1,0,0,59047a5a1,5.0,2
1,3,307,0,2,1,7,0,2,2,1,1,2,1,1,150,0,dd2452dfa,3.0,1
2,2,295,0,1,3,0,0,2,1,2,1,2,1,1,100,0,c86c76857,3.0,2
2,12,242,242,1,1,6,7,2,2,3,3,3,1,1,0,0,a7be93837,1.0,4
1,8,307,0,2,1,0,0,2,3,3,3,3,1,1,0,0,9223ae4c4,5.0,2
2,2,266,0,1,1,7,0,1,1,2,2,2,1,1,0,0,de12dc945,2.0,1
2,6,266,0,3,1,6,7,2,1,2,1,1,1,4,0,0,6a3ff7445,5.0,4
2,12,266,0,2,1,7,0,2,1,1,1,1,1,1,0,0,1a8fd6707,5.0,0
2,3,266,0,2,1,7,0,2,1,1,1,2,1,1,0,1,5783d40a2,10.0,3
1,3,307,307,2,1,2,0,1,1,2,1,2,1,2,0,0,b5ff2b987,4.0,4
1,3,307,307,2,1,2,0,2,1,2,1,2,1,2,0,0,bdbe9a6e3,5.0,1
1,2,307,0,2,2,7,0,2,2,1,1,2,1,2,0,0,4f6c8d13e,14.0,3
1,2,307,0,1,1,2,0,2,1,2,1,2,1,1,0,0,c135e081f,3.0,4
1,12,307,0,2,3,0,0,2,1,1,1,1,1,1,0,0,1dff1959b,3.0,4
1,1,307,0,2,1,2,7,1,1,3,3,2,1,1,0,0,d1da78c20,3.0,4
1,1,307,0,2,1,6,0,2,2,2,2,2,1,1,0,0,35fdb89c9,2.0,2
2,1,264,264,1,1,7,0,1,3,2,2,2,1,1,0,0,bc9c5a76d,7.0,2
2,36,285,0,2,1,2,4,2,3,2,2,1,1,1,200,0,4e8daf8fd,2.0,2
1,1,307,0,1,1,3,0,2,1,2,3,3,1,1,0,0,7d6847fba,1.0,4
1,1,307,307,3,1,2,4,1,1,2,2,2,1,8,0,0,5a5ec1a49,1.0,4
1,2,307,0,2,1,7,0,2,1,1,1,2,1,1,0,0,483f1aae8,1.0,4
1,3,307,0,2,1,2,0,2,1,1,1,1,1,1,0,0,2ff9e9534,5.0,1
2,2,266,266,3,1,7,0,1,1,3,3,3,1,3,0,0,af862a239,2.0,1
1,4,307,0,3,1,2,7,2,2,2,2,2,1,10,0,0,896e733b5,6.0,4
2,3,266,0,1,1,6,0,1,2,1,1,2,1,1,0,0,f67d78df8,1.0,4
2,10,254,0,2,2,4,5,2,1,2,2,2,1,1,0,0,90f1b0525,2.0,4
2,10,265,0,1,4,0,0,3,2,3,3,3,1,1,0,0,38f06e4fe,8.0,1
2,2,266,0,2,1,6,0,1,1,1,1,2,1,1,0,0,c42cf01ba,5.0,2
2,2,289,266,2,6,7,0,2,1,2,1,2,1,1,50,0,9b4dad348,8.0,1
2,3,266,0,2,1,6,7,2,1,2,1,2,1,1,0,0,8ab53c55c,2.0,3
1,1,78,189,3,1,2,0,1,1,2,1,2,1,2,0,0,28d20bc71,5.0,1
1,5,307,117,2,1,2,7,2,2,1,1,1,1,1,0,0,784d3319e,3.0,4
2,5,299,0,3,5,6,0,1,1,2,1,2,1,2,0,0,8d6208f11,2.0,4
2,4,266,0,1,7,0,0,2,1,2,1,1,1,1,0,0,da8326fa5,2.0,1
1,1,307,0,3,1,2,7,3,1,2,2,2,1,4,0,0,89dd8e9e9,6.0,1
1,12,213,307,1,2,5,0,1,2,3,3,3,1,1,0,0,2b980afbc,1.0,2
1,2,307,0,1,2,0,0,2,1,1,2,2,1,1,0,0,f1b5c8b92,5.0,1
2,2,254,0,3,2,3,7,2,1,3,1,3,1,4,0,0,24731a12c,2.0,4
2,3,266,0,3,1,0,0,1,1,2,1,2,1,2,0,0,c01daffcc,2.0,3
1,4,307,0,2,2,3,0,2,1,1,1,2,1,2,0,0,ab385bfae,8.0,3
1,1,307,0,2,1,2,7,2,1,2,1,2,1,1,0,0,04f7eafde,5.0,1
2,9,266,0,2,1,7,0,2,1,1,1,2,1,1,0,0,f10390965,4.0,4
2,2,266,0,1,2,6,7,2,1,1,1,2,1,2,50,0,45bec784b,5.0,3
1,4,307,0,2,1,7,0,2,1,2,1,2,1,1,0,0,8fc22fd2c,5.0,4
1,48,128,0,1,2,7,0,1,1,2,2,2,1,1,0,0,fe83618e5,3.0,1
2,2,266,0,3,2,0,0,1,1,3,3,3,1,4,0,0,c05b7439a,5.0,1
1,8,307,307,1,2,3,4,2,2,1,1,3,1,1,0,0,27e6b452b,5.0,4
2,8,265,266,3,2,6,7,2,1,1,1,1,1,3,0,0,a5746676d,3.0,4
1,1,307,0,1,2,7,0,2,1,2,2,2,1,1,0,0,53ac79c6c,2.0,1
2,2,265,0,2,7,0,0,1,2,3,3,3,1,1,0,0,0f0219fd7,4.0,1
1,2,307,218,2,2,7,0,3,2,1,1,2,1,1,0,0,11b20ee8f,6.0,2
1,2,239,307,2,2,0,0,2,1,3,3,2,1,1,0,0,8a7fcc8cd,5.0,3
1,6,307,307,2,7,0,0,2,1,1,1,2,1,1,0,0,6868acfce,4.0,4
2,12,285,266,2,7,0,0,2,1,1,1,1,1,1,0,0,12a55ba5e,4.0,2
2,3,264,266,3,1,4,6,2,2,2,1,2,1,4,0,0,66832a1e1,7.0,2
2,4,303,0,2,2,3,7,2,1,1,1,2,1,1,0,0,94563fe71,5.0,2
2,4,266,0,2,6,7,0,1,1,1,1,2,1,1,0,0,460ac160c,6.0,1
1,36,195,0,2,6,7,0,2,2,1,1,1,1,3,350,0,339a623c4,5.0,4
1,1,307,0,2,1,0,0,2,1,2,2,2,1,1,0,0,0073c33d0,1.0,3
1,12,307,0,1,2,7,0,1,1,3,3,3,1,1,0,0,3f222f11f,1.0,4
2,2,247,266,1,1,7,0,3,1,2,1,2,1,1,90,0,350a14e36,5.0,3
2,5,266,247,1,3,4,0,2,1,1,1,2,1,1,100,0,cef0e42a5,1.0,4
1,1,307,0,3,1,2,7,1,2,2,2,2,1,6,0,0,34fcc459a,5.0,4
1,6,307,0,2,1,0,0,2,1,1,1,2,1,1,0,0,9d3d3b938,2.0,4
1,2,307,0,2,4,0,0,2,2,2,1,2,1,1,0,0,e4deffd71,13.0,1
1,0,307,307,3,1,2,4,2,2,2,2,2,1,7,0,0,59d95faef,1.0,4
1,36,307,0,2,2,5,7,3,2,2,2,1,1,1,0,0,4b2150d3a,1.0,3
2,5,266,0,1,4,0,0,2,1,1,1,1,1,1,100,0,605fe21a1,30.0,3
2,6,266,0,2,1,7,0,2,1,1,1,1,1,1,90,0,3be9dc4cd,5.0,4
1,3,218,195,2,1,6,0,2,2,1,1,1,1,1,300,0,20ba919c6,9.0,1
1,2,307,0,1,1,2,7,2,2,2,2,2,1,1,0,0,79075eca4,2.0,2
1,12,307,0,2,1,2,7,2,1,1,1,1,1,1,0,0,3101ea018,3.0,4
1,1,307,307,2,1,2,7,2,1,2,2,2,1,1,100,0,412b8d565,4.0,3
2,2,285,264,2,4,7,0,2,3,2,1,2,1,1,600,0,cc0f5d3ba,7.0,2
1,2,307,0,2,1,2,0,2,2,3,1,2,1,1,0,0,db33da35e,5.0,2
1,3,307,0,1,2,7,0,2,2,2,2,2,1,1,0,0,b25ad3ff0,1.0,1
2,2,266,0,2,7,0,0,1,1,2,1,2,1,1,0,0,532cac389,5.0,3
1,1,307,0,2,1,2,7,2,1,2,2,2,1,1,0,0,63dad490d,9.0,3
2,2,266,0,3,1,2,7,2,1,2,2,2,1,4,0,0,47ad34749,4.0,3
2,60,285,266,1,3,5,7,2,3,1,1,1,3,1,0,0,4e1034525,14.0,3
2,2,266,0,2,1,2,7,2,1,2,2,2,1,2,0,0,4009f9200,5.0,0
1,2,307,0,2,2,7,0,2,1,1,1,2,1,1,0,0,f44a6cdaf,4.0,1
1,3,307,0,2,2,0,0,2,3,2,2,2,1,1,0,0,5601bd45c,3.0,2
2,4,265,266,1,4,7,0,1,2,2,1,2,1,2,0,0,f497b28cf,4.0,3
2,1,266,0,3,1,4,6,3,1,2,2,2,1,3,0,0,0e2bf402c,3.0,1
1,1,307,0,3,1,2,7,2,1,2,2,2,1,7,0,0,7964fc4ad,5.0,3
1,2,307,0,1,1,2,0,2,1,1,1,2,1,1,0,0,6c196faec,10.0,2
2,24,266,266,1,3,4,0,2,1,1,1,1,1,1,0,0,69834808b,5.0,2
1,5,141,307,1,4,0,0,2,2,1,1,1,2,1,0,0,8054aad26,4.0,4
1,2,307,0,1,2,3,0,2,2,2,1,2,1,1,50,0,a111adc75,5.0,3
2,2,266,0,3,1,2,7,2,1,1,1,2,1,4,0,0,dc3ebf72a,4.0,1
2,6,266,0,2,6,0,0,2,2,2,2,1,2,1,0,0,5c5f306fa,4.0,4
2,10,299,0,1,4,7,0,2,1,1,1,1,1,1,0,0,60bbc32b6,6.0,4
1,36,307,0,1,2,5,0,2,1,1,1,3,1,1,0,0,6831a72fd,2.0,4
2,2,266,0,1,4,7,0,2,1,2,1,2,1,1,0,0,c863daf49,22.0,3
2,2,299,0,3,1,6,7,2,2,2,2,2,1,3,0,0,cb15b5fb8,3.0,2
1,2,307,0,2,1,2,0,2,2,1,1,2,1,1,0,0,67d853896,1.0,1
1,1,307,0,2,2,0,0,2,1,2,1,2,1,1,38,0,b3b6d78f5,2.0,4
1,36,307,0,1,5,7,0,3,2,1,3,3,1,1,0,0,1bf044649,1.0,4
1,2,218,307,1,1,7,0,2,1,2,2,2,1,1,0,0,35cc85250,1.0,1
1,1,307,0,1,7,0,0,2,1,2,2,2,1,1,0,0,2959602fc,2.0,1
1,5,1,0,2,1,4,7,2,1,2,2,2,1,2,0,0,f0b2787f5,2.0,4
2,24,292,292,2,2,7,0,2,1,2,2,2,1,1,0,0,119835ef9,13.0,3
1,60,20,0,1,2,5,7,2,1,1,1,2,1,1,0,0,bec49d8b7,1.0,2
2,8,266,0,1,2,0,0,2,2,1,1,3,1,1,0,0,873996ad0,3.0,4
2,2,266,266,1,2,7,0,2,2,2,2,2,1,1,0,0,ae58f28bc,1.0,2
2,12,264,0,2,7,0,0,2,3,1,1,2,1,1,200,0,cec78d912,6.0,4
1,48,109,0,2,3,0,0,3,3,1,1,1,1,1,0,0,fd9a060d7,3.0,3
1,2,307,307,2,1,2,0,2,2,1,1,2,1,1,0,0,96703e01d,3.0,2
1,2,307,0,2,2,0,0,1,2,1,1,2,1,1,0,0,1123cd69d,1.0,4
2,12,265,0,1,3,0,0,2,2,2,1,1,2,1,0,0,680e24130,3.0,4
2,3,265,0,2,6,7,0,2,2,1,1,2,1,1,0,0,01d0a7f3f,8.0,1
1,5,307,0,2,1,2,0,2,1,1,1,1,1,1,0,0,bf5c5cded,5.0,3
1,8,189,0,2,1,0,0,3,3,1,1,2,1,1,1000,0,ecad98f44,1.0,2
1,2,78,0,3,1,7,0,2,1,2,2,2,3,2,0,0,6c551fd9b,1.0,1
1,1,307,0,2,1,2,7,1,1,2,2,2,1,4,0,0,5bee46079,4.0,4
2,12,266,0,2,2,5,7,1,1,1,1,1,1,1,0,0,d270b074e,1.0,1
2,4,247,292,1,7,0,0,2,2,2,2,2,1,2,100,0,83ea92fcc,2.0,2
1,2,218,75,2,2,0,0,2,2,1,1,2,1,1,250,0,2dd31e8ff,4.0,2
1,2,307,187,1,1,0,0,3,1,2,1,2,1,4,0,1,5b72e14bf,18.0,3
2,2,266,0,1,1,2,0,1,1,2,2,2,1,1,100,0,86c08e68b,4.0,2
2,1,266,0,3,4,7,0,1,1,2,2,2,1,2,0,0,5bfb8da14,5.0,1
1,9,119,213,2,1,3,5,2,2,1,1,1,1,1,200,0,869a1634e,14.0,3
1,2,307,307,1,2,3,5,2,2,2,2,2,1,1,0,0,f61c4cead,1.0,3
1,1,307,0,2,2,0,0,2,1,2,2,2,1,1,0,0,fe5dc391c,2.0,1
1,6,307,78,2,1,2,0,2,1,1,1,1,1,1,0,0,c1816081f,1.0,4
2,1,265,0,3,1,7,0,3,2,2,2,2,1,4,0,1,98caf2809,6.0,2
2,2,292,252,1,2,5,7,1,1,2,2,2,1,1,0,0,3316a5619,1.0,0
1,36,307,0,1,2,0,0,2,1,1,1,1,1,1,0,0,7d73574ed,3.0,4
1,24,109,0,1,3,0,0,3,2,3,3,1,1,1,0,0,7c787403c,2.0,2
1,12,307,0,3,1,2,7,2,1,2,3,2,1,3,0,0,484af2d62,3.0,1
1,1,307,307,1,7,0,0,2,1,2,1,3,1,1,0,0,a2b2f53be,5.0,1
1,4,307,0,2,2,0,0,2,1,1,1,2,1,1,0,0,a6e37f91b,10.0,3
1,1,307,0,3,1,2,7,2,2,2,2,2,1,4,0,0,b02fcb74b,12.0,2
2,12,264,0,2,2,4,5,2,2,2,2,2,1,2,0,0,9a2b50582,1.0,1
2,55,266,0,1,4,7,0,3,1,1,1,1,1,3,0,0,497312a16,6.0,4
2,24,266,0,2,7,0,0,2,1,1,1,1,1,1,100,0,66f430d36,2.0,4
1,2,307,0,2,5,0,0,2,1,2,1,2,1,1,0,0,b84ad40b4,7.0,2
2,6,299,0,3,1,2,7,2,2,1,1,1,1,3,0,0,9eb70b7c4,3.0,4
2,2,266,266,1,2,0,0,1,1,3,3,3,1,1,0,0,1c67c5f4c,2.0,1
1,2,307,0,2,2,0,0,2,1,2,1,2,1,1,5,0,c4ea89ddb,1.0,1
2,3,264,0,2,1,0,0,2,3,2,1,2,1,1,0,0,718a5d950,2.0,1
1,4,141,0,1,2,3,0,2,2,1,1,2,1,1,0,0,11a3055b7,25.0,3
2,2,299,0,2,6,0,0,2,2,2,2,2,1,1,0,0,472abccfb,5.0,1
1,31,307,0,2,1,2,7,2,2,1,1,1,1,2,0,0,50eddd1bb,3.0,2
2,5,266,0,2,3,0,0,2,1,2,2,2,1,1,60,0,ac6089da8,2.0,1
1,12,307,0,2,1,0,0,2,1,1,2,3,1,1,0,0,5be134946,0.0,4
1,1,307,0,2,1,7,0,2,2,1,1,2,1,1,0,0,11c222a3c,1.0,2
1,24,307,0,2,1,0,0,2,2,1,1,1,1,1,100,0,b630ac493,2.0,3
1,12,307,141,2,5,7,0,2,1,1,1,1,1,1,0,0,8693c4e7f,2.0,0
2,1,266,0,2,1,7,0,2,1,2,2,2,1,1,0,0,9be11ef9b,1.0,0
1,12,205,0,1,2,5,0,1,2,3,3,3,1,1,0,0,828ac8371,2.0,1
2,4,266,0,1,1,2,7,1,1,1,1,2,1,1,0,0,474e70ba1,1.0,2
1,72,109,0,1,3,0,0,3,3,1,1,2,1,1,0,0,8d862cd26,2.0,3
2,12,241,0,3,1,2,7,2,1,3,3,3,1,6,0,0,6502dbe72,3.0,2
2,2,266,0,3,2,4,7,1,1,2,2,2,1,3,0,0,69a7461c2,4.0,3
1,36,195,0,3,1,6,7,1,2,1,1,2,1,3,0,0,de9e02d44,2.0,3
2,36,266,0,1,2,7,0,3,1,1,1,1,1,1,0,0,8e6e9b877,5.0,1
1,6,307,0,1,1,5,7,1,1,1,1,2,1,1,0,0,7169c3e3a,2.0,4
1,18,179,0,2,2,0,0,1,2,2,1,1,1,1,0,0,069fc79d6,5.0,2
2,4,265,0,2,1,7,0,2,2,1,1,2,1,1,0,0,8939a1ac8,5.0,3
2,2,266,0,3,1,2,7,2,1,2,2,2,1,5,0,0,58805776d,7.0,4
2,12,266,0,1,1,2,7,2,1,2,2,2,1,1,100,0,d4af42055,3.0,4
2,2,266,0,2,2,4,6,2,1,2,1,1,1,1,0,0,e04814e10,11.0,4
1,1,307,0,3,1,2,0,2,1,2,2,2,1,2,0,0,7ca7983b5,2.0,1
2,96,266,0,2,2,3,7,2,1,1,1,1,1,1,0,0,29bcccb7c,2.0,3
1,36,307,0,2,2,0,0,2,1,1,2,1,1,1,0,0,064217ca4,2.0,4
1,1,307,0,1,5,0,0,2,2,3,3,2,1,1,0,0,1ae9a98d3,2.0,3
2,4,266,0,1,4,7,0,1,1,2,1,1,1,1,0,0,58695e2f5,5.0,2
1,2,307,307,2,7,0,0,2,2,2,2,2,1,1,0,0,27226ea0c,1.0,4
1,72,205,0,2,3,7,0,1,3,1,1,1,1,1,0,0,bc4bbcef1,1.0,1
1,2,307,0,1,2,7,0,2,1,1,1,2,1,1,0,0,1bbf00182,4.0,2
1,16,205,0,1,1,2,7,1,3,1,1,1,1,1,180,0,15937e540,4.0,1
2,6,266,0,2,1,2,7,2,1,2,1,2,1,1,0,0,88666f74e,10.0,2
2,12,303,0,2,1,2,4,2,1,2,2,2,1,1,0,0,4e3a1f99b,1.0,2
2,2,306,266,2,1,7,0,1,1,2,1,2,1,1,0,0,e4d7e410b,1.0,0
1,2,307,0,1,2,7,0,2,1,2,2,2,1,1,0,0,965adb809,2.0,2
1,2,307,307,2,1,7,0,2,2,2,1,2,1,1,0,0,e1cd37f6c,4.0,2
2,3,266,0,3,1,6,7,2,1,2,2,2,1,5,0,0,df2fbc6a6,8.0,3
1,2,307,0,2,1,2,3,2,2,1,1,2,1,1,0,0,9ecb47019,4.0,2
1,2,307,307,2,2,0,0,2,2,1,1,2,1,1,0,0,2e55bed12,1.0,1
1,1,152,307,2,5,7,0,1,1,2,2,2,1,1,20,0,23941ded4,1.0,3
1,2,307,0,3,2,7,0,2,1,2,2,2,1,4,0,0,217fcf5f1,1.0,1
2,1,266,0,2,1,2,7,1,1,2,1,2,1,1,20,1,1835a56bd,3.0,4
1,36,179,0,2,5,0,0,1,1,1,1,1,1,1,0,0,79d5a2615,1.0,4
